"train/global_step","glad-glitter-9 - train/throughput_tokens_per_sec","glad-glitter-9 - train/throughput_tokens_per_sec__MIN","glad-glitter-9 - train/throughput_tokens_per_sec__MAX","glad-glitter-9 - _step","glad-glitter-9 - _step__MIN","glad-glitter-9 - _step__MAX","sleek-moon-7 - train/throughput_tokens_per_sec","sleek-moon-7 - train/throughput_tokens_per_sec__MIN","sleek-moon-7 - train/throughput_tokens_per_sec__MAX","sleek-moon-7 - _step","sleek-moon-7 - _step__MIN","sleek-moon-7 - _step__MAX","magic-universe-6 - train/throughput_tokens_per_sec","magic-universe-6 - train/throughput_tokens_per_sec__MIN","magic-universe-6 - train/throughput_tokens_per_sec__MAX","magic-universe-6 - _step","magic-universe-6 - _step__MIN","magic-universe-6 - _step__MAX","visionary-oath-5 - train/throughput_tokens_per_sec","visionary-oath-5 - train/throughput_tokens_per_sec__MIN","visionary-oath-5 - train/throughput_tokens_per_sec__MAX","visionary-oath-5 - _step","visionary-oath-5 - _step__MIN","visionary-oath-5 - _step__MAX"
"6190","-14.481142206209475","-14.481142206209475","-14.481142206209475","241","241","241","","","","","","","","","","","","","","","","","",""
"6200","-14.437100901037924","-14.437100901037924","-14.437100901037924","243","243","243","","","","","","","","","","","","","","","","","",""
"6210","-14.217875737984542","-14.217875737984542","-14.217875737984542","245","245","245","","","","","","","","","","","","","","","","","",""
"6220","-14.205172434048073","-14.205172434048073","-14.205172434048073","247","247","247","","","","","","","","","","","","","","","","","",""
"6230","-14.462018564322431","-14.462018564322431","-14.462018564322431","249","249","249","","","","","","","","","","","","","","","","","",""
"6240","-14.474097591276141","-14.474097591276141","-14.474097591276141","251","251","251","","","","","","","","","","","","","","","","","",""
"6250","-14.383399420003338","-14.383399420003338","-14.383399420003338","253","253","253","","","","","","","","","","","","","","","","","",""
"6260","-14.397935552968608","-14.397935552968608","-14.397935552968608","255","255","255","","","","","","","","","","","","","","","","","",""
"6270","-14.422479418981947","-14.422479418981947","-14.422479418981947","257","257","257","","","","","","","","","","","","","","","","","",""
"6280","-14.48931041719384","-14.48931041719384","-14.48931041719384","259","259","259","","","","","","","","","","","","","","","","","",""
"6290","-14.300501431672556","-14.300501431672556","-14.300501431672556","261","261","261","","","","","","","","","","","","","","","","","",""
"6300","-14.499865337594276","-14.499865337594276","-14.499865337594276","263","263","263","","","","","","","","","","","","","","","","","",""
"6310","-14.48971711430596","-14.48971711430596","-14.48971711430596","265","265","265","","","","","","","","","","","","","","","","","",""
"6320","-14.442968677532399","-14.442968677532399","-14.442968677532399","267","267","267","","","","","","","","","","","","","","","","","",""
"6330","-14.324191110270604","-14.324191110270604","-14.324191110270604","269","269","269","","","","","","","","","","","","","","","","","",""
"6340","-14.50639412946922","-14.50639412946922","-14.50639412946922","271","271","271","","","","","","","","","","","","","","","","","",""
"6350","-14.511438141163804","-14.511438141163804","-14.511438141163804","273","273","273","","","","","","","","","","","","","","","","","",""
"6360","-14.46409917914686","-14.46409917914686","-14.46409917914686","275","275","275","","","","","","","","","","","","","","","","","",""
